#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-25T17:49:33 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-25T17:49:33	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/540/3523/tablea1&-out.max=unlimited&-out.all=2&-out.add=_RAJ2000,_DEJ2000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75403523
#Name: J/MNRAS/540/3523
#Title: BLOeM. Physical properties of OB stars (Bestenlehner+, 2025)
#INFO	ivoid=ivo://cds.vizier/j/mnras/540/3523	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/540/3523	    IVOID of underlying data collection
#INFO	creator=Bestenlehner J.M.	    First author or institution
#INFO	cites=bibcode:2025MNRAS.540.3523B	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2025	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/540/3523	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/bg-gw-3e3	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-08-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_540_3523_tablea1:
#Name: J/MNRAS/540/3523/tablea1
#Title: Physical parameters of BLOeM OB stars
#Column	_RAJ2000	(F19.15)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F19.15)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	BLOeM	(A5)	BLOeM identifier (N-NNN) (1)	[ucd=meta.id;meta.main]
#Column	SpType	(a17)	Spectral type (1)	[ucd=src.spType]
#Column	RV	(I4)	Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	s_RV	(F5.1)	? Radial velocity dispersion	[ucd=spect.dopplerVeloc]
#Column	Teff	(F4.1)	? Effective temperature	[ucd=phys.temperature.effective]
#Column	E_Teff	(F4.1)	? Error on Teff (upper)	[ucd=stat.error;stat.max]
#Column	e_Teff	(F4.1)	? Error on Teff (lower)	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F5.2)	? log surface gravity	[ucd=phys.gravity]
#Column	E_logg	(F5.2)	? Error on logg (upper)	[ucd=stat.error;stat.max]
#Column	e_logg	(F5.2)	? Error on logg (lower)	[ucd=stat.error]
#Column	loggc	(F5.2)	? log surface gravity centrifugal corrected	[ucd=phys.gravity]
#Column	E_loggc	(F5.2)	? Error on logg_c (upper)	[ucd=stat.error;stat.max]
#Column	e_loggc	(F5.2)	? Error on logg_c (lower)	[ucd=stat.error]
#Column	Rstar	(F5.1)	? Stellar radius	[ucd=phys.size.radius]
#Column	E_Rstar	(F4.1)	? Error on stellar radius (upper)	[ucd=stat.error;stat.max]
#Column	e_Rstar	(F4.1)	? Error on stellar radius (lower)	[ucd=stat.error]
#Column	logL	(F5.2)	? Log stellar luminosity	[ucd=phys.luminosity]
#Column	E_logL	(F5.2)	? Error on logL (upper)	[ucd=stat.error;stat.max]
#Column	e_logL	(F5.2)	? Error on logL (lower)	[ucd=stat.error]
#Column	Y	(F5.2)	? He abundance mass fraction	[ucd=phys.abund.Y]
#Column	E_Y	(F5.2)	? Error on Y (upper)	[ucd=stat.error;stat.max]
#Column	e_Y	(F5.2)	? Error on Y (lower)	[ucd=stat.error;pos.cartesian.y]
#Column	vsini	(I3)	? Projected radial velocity	[ucd=spect.dopplerVeloc]
#Column	E_vsini	(I3)	? Error on vsini (upper)	[ucd=stat.error;stat.max]
#Column	e_vsini	(I2)	? Error on vsini (lower)	[ucd=stat.error;phys.veloc.rotat]
#Column	Mspec	(F5.1)	? Spectroscopic mass	[ucd=phys.mass]
#Column	E_Mspec	(F6.1)	? Error on Mspec (upper)	[ucd=stat.error;stat.max]
#Column	e_Mspec	(F5.1)	? Error on Mspec (lower)	[ucd=stat.error]
#Column	Mevol	(F5.1)	? Evolutionary mass (2)	[ucd=phys.mass]
#Column	E_Mevol	(F4.1)	? Error on Mevol (upper)	[ucd=stat.error;stat.max]
#Column	e_Mevol	(F4.1)	? Error on Mevol (lower)	[ucd=stat.error]
#Column	Age	(F4.1)	? Stellar age	[ucd=time.age]
#Column	E_Age	(F4.1)	? Error on age (upper)	[ucd=stat.error;stat.max]
#Column	e_Age	(F4.1)	? Error on age (lower)	[ucd=stat.error;time.age]
#Column	Kmag	(F6.3)	? K-band magnitude (3)	[ucd=phot.mag;em.IR.K]
#Column	AV	(F5.2)	? Visual extinction	[ucd=phys.absorption]
#Column	Notes	(a30)	Notes (4)	[ucd=meta.note]
#Column	_RA	(F17.13)	Data from Shenar et al., 2024, Cat. J/A+A/690/A289 (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F17.13)	Data from Shenar et al., 2024, Cat. J/A+A/690/A289 (declination part)	[ucd=pos.eq.dec;meta.main]
_RAJ2000	_DEJ2000	BLOeM	SpType	RV	s_RV	Teff	E_Teff	e_Teff	logg	E_logg	e_logg	loggc	E_loggc	e_loggc	Rstar	E_Rstar	e_Rstar	logL	E_logL	e_logL	Y	E_Y	e_Y	vsini	E_vsini	e_vsini	Mspec	E_Mspec	e_Mspec	Mevol	E_Mevol	e_Mevol	Age	E_Age	e_Age	Kmag	AV	Notes	_RA	_DE
012.846457390610000	-72.122482648599998	8-008	B1Iab            	 160	  3.8	23.7	 1.2	 2.7	 2.73	 0.23	 0.29	 2.75	 0.24	 0.29	 35.2	 8.5	 5.8	 5.54	 0.14	 0.18	 0.45	 0.10	 0.14	 78	 98	19	 25.3	  29.3	 11.2	 28.4	 5.5	 4.2	 5.2	 0.7	 0.9	12.972	 0.44	2MASS                         	012.8464573906100	-72.1224826486000
012.852198624109999	-72.110111447359998	8-009	B3Ib: + A        	 148	  2.3	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	14.664	     	B+A                           	012.8521986241100	-72.1101114473600
012.873962608339999	-72.261701941490003	8-011	B2III-II         	 151	 28.8	23.9	 0.8	 4.5	 3.74	 0.24	 0.52	 3.77	 0.24	 0.52	  8.1	 3.6	 1.9	 4.28	 0.24	 0.30	 0.20	 0.13	 0.05	153	 24	24	 14.0	  25.7	  8.0	  9.0	 1.6	 1.2	17.3	 6.2	 3.8	16.168	 0.38	SB1                           	012.8739626083400	-72.2617019414900
012.901437524369999	-72.180528895679998	8-012	B2II:            	 154	 16.8	25.7	 5.3	 4.9	 3.69	 0.62	 0.52	 3.82	 0.62	 0.52	  8.0	 4.3	 3.1	 4.40	 0.31	 0.31	 0.15	 0.14	 0.00	310	 38	34	 15.5	  95.8	  9.6	 11.3	 2.7	 2.1	10.0	 5.8	 7.2	16.171	 0.35	lpv/SB1                       	012.9014375243700	-72.1805288956800
012.904716171469998	-72.249686094300003	8-013	B2II             	 145	 12.2	22.5	 2.0	 3.1	 3.47	 0.34	 0.51	 3.52	 0.34	 0.51	  9.3	 3.6	 2.3	 4.30	 0.23	 0.25	 0.24	 0.14	 0.09	153	 24	24	 10.6	  23.4	  6.0	  9.6	 1.6	 1.2	17.2	 5.3	 4.1	16.033	 0.42	SB1                           	012.9047161714700	-72.2496860943000
012.922060065009997	-72.343009866740005	8-014	B1.5III-II       	 126	  1.8	23.7	 1.2	 2.3	 3.70	 0.23	 0.40	 3.71	 0.23	 0.40	  6.5	 2.9	 1.6	 4.07	 0.27	 0.29	 0.15	 0.09	 0.00	 78	 19	21	  7.8	  13.9	  4.2	  8.2	 1.3	 1.0	18.5	 6.9	 5.2	16.732	 0.25	SiIv 4089 too weak            	012.9220600650100	-72.3430098667400
012.953288930610002	-72.135026478640000	8-015	B0V              	 142	 10.5	29.9	 2.7	 1.9	 4.17	 0.29	 0.33	 4.17	 0.29	 0.33	  9.2	 4.1	 2.5	 4.78	 0.28	 0.28	 0.20	 0.09	 0.05	109	 22	21	 46.0	  97.5	 23.9	 15.1	 2.7	 2.2	 7.1	 2.4	 2.3	15.757	 0.30	                              	012.9532889306100	-72.1350264786400
012.969633993830000	-72.129059671950017	8-016	B2IV:            	 161	  9.6	23.3	 1.6	 3.5	 4.10	 0.34	 0.40	 4.12	 0.34	 0.40	  6.2	 3.0	 1.6	 4.01	 0.27	 0.30	 0.18	 0.11	 0.03	153	 26	25	 18.7	  49.6	 10.1	  8.1	 1.3	 1.2	17.8	10.3	 6.1	16.924	 0.33	                              	012.9696339938300	-72.1290596719500
012.970198272620003	-72.200972190179996	8-017	B2III-II         	 175	  4.8	21.5	 3.0	 2.3	 3.50	 0.48	 0.33	 3.52	 0.48	 0.33	  9.5	 4.0	 2.9	 4.24	 0.27	 0.25	 0.23	 0.10	 0.08	110	 21	20	 11.1	  38.4	  5.9	  9.3	 1.6	 1.2	17.4	 6.8	 5.1	15.978	 0.33	                              	012.9701982726200	-72.2009721901800
012.974660708569996	-72.109367315710003	8-018	B2II:            	 164	 11.7	22.3	 2.7	 4.9	 3.50	 0.52	 0.67	 3.59	 0.52	 0.67	  8.0	 4.1	 2.4	 4.15	 0.27	 0.33	 0.23	 0.14	 0.08	202	 25	26	  9.0	  41.7	  5.6	  8.7	 1.4	 1.5	17.8	10.2	 7.1	16.434	 0.32	                              	012.9746607085700	-72.1093673157100
012.992108930489994	-72.149105701850019	8-019	B1.5III:         	 100	 48.5	23.3	 8.2	 3.9	 3.87	 0.57	 0.69	 3.95	 0.57	 0.69	  8.4	 5.4	 4.8	 4.27	 0.39	 0.30	 0.15	 0.16	 0.00	299	 33	34	 23.0	 143.9	 15.4	 10.3	 2.6	 1.9	10.2	 6.4	 8.9	16.351	 0.25	                              	012.9921089304900	-72.1491057018500
012.995598851470000	-72.277369304100006	8-020	O8V              	 161	 25.8	35.6	 3.4	 1.5	 4.12	 0.38	 0.19	 4.13	 0.38	 0.19	  7.3	 3.0	 1.9	 4.89	 0.27	 0.26	 0.31	 0.07	 0.14	110	 21	21	 26.3	  68.8	 11.8	 19.6	 3.8	 2.0	 4.1	 0.9	 2.7	15.822	 0.43	SB1                           	012.9955988514700	-72.2773693041000
013.005358666130004	-72.402499352440003	8-021	O7V-IIInnnpe     	 187	 41.1	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	13.963	     	SB?, Oe                       	013.0053586661300	-72.4024993524400
013.015821774000001	-72.204742028630008	8-022	B0.5II           	 169	  2.0	26.8	 1.2	 1.2	 3.13	 0.11	 0.17	 3.16	 0.11	 0.17	 20.2	 7.1	 4.3	 5.28	 0.23	 0.23	 0.31	 0.08	 0.07	113	 20	19	 21.3	  20.3	  8.6	 19.5	 5.4	 2.8	 7.0	 1.4	 1.6	14.001	 0.40	                              	013.0158217740000	-72.2047420286300
013.015872799210005	-72.376766028770007	8-023	B1.5III:         	 158	  6.5	22.5	 2.3	 3.1	 3.87	 0.57	 0.57	 3.92	 0.57	 0.57	  7.3	 3.7	 2.1	 4.08	 0.30	 0.31	 0.15	 0.11	 0.00	201	 25	25	 15.9	  82.6	  9.5	  8.5	 1.3	 1.4	17.9	 9.2	 7.1	16.527	 0.27	                              	013.0158727992100	-72.3767660287700
013.020617951450001	-72.289116990699995	8-024	O9.5V:(n)        	 178	  6.9	33.7	 3.0	 3.0	 4.07	 0.43	 0.59	 4.12	 0.43	 0.59	  6.2	 2.5	 1.6	 4.64	 0.26	 0.26	 0.41	 0.14	 0.14	246	 31	34	 18.1	  54.5	 10.8	 17.0	 2.3	 2.9	 4.8	 1.5	 3.7	16.323	 0.45	neb                           	013.0206179514500	-72.2891169907000
013.021137523920000	-72.384516793760000	8-025	B1.5III          	 156	 10.3	23.7	 8.6	 3.9	 3.93	 0.51	 0.69	 4.01	 0.51	 0.69	  8.2	 5.5	 4.9	 4.27	 0.40	 0.32	 0.15	 0.14	 0.00	311	 36	32	 24.7	 140.2	 16.6	 10.0	 3.1	 1.8	 9.7	 6.1	 9.1	16.230	 0.20	SB2                           	013.0211375239200	-72.3845167937600
013.027561490049996	-72.283815353980003	8-026	B2.5II           	 121	  1.7	22.4	 2.3	 2.6	 3.50	 0.33	 0.38	 3.52	 0.33	 0.38	 10.8	 3.5	 2.5	 4.42	 0.20	 0.21	 0.23	 0.11	 0.08	113	 20	19	 14.1	  27.0	  7.4	 10.6	 1.8	 1.1	15.4	 3.9	 3.1	15.627	 0.44	neb                           	013.0275614900500	-72.2838153539800
013.030198757149998	-72.093174168670004	8-027	B1III:           	 165	  3.9	29.9	 2.3	 4.2	 4.12	 0.29	 0.43	 4.12	 0.29	 0.43	  6.9	 3.1	 1.8	 4.54	 0.26	 0.29	 0.25	 0.10	 0.09	 93	 24	20	 23.5	  49.7	 12.9	 12.9	 2.3	 2.0	 7.9	 4.3	 4.0	16.331	 0.38	                              	013.0301987571500	-72.0931741686700
013.034643467010000	-72.134488436420000	8-028	O9.7II-Ib(n)     	 142	  6.1	26.5	 1.5	 1.5	 2.88	 0.19	 0.29	 3.09	 0.19	 0.29	 20.4	 8.0	 4.7	 5.27	 0.25	 0.25	 0.34	 0.21	 0.09	250	 30	30	 18.3	  25.6	  8.8	 19.4	 4.9	 3.2	 7.0	 1.7	 1.5	13.987	 0.36	SB1                           	013.0346434670100	-72.1344884364200
013.044528563149999	-72.386416840120006	8-029	B1IV:            	 167	  6.6	29.9	 1.9	 1.1	 4.36	 0.10	 0.29	 4.36	 0.10	 0.29	  6.5	 3.0	 1.7	 4.49	 0.29	 0.28	 0.15	 0.03	 0.00	121	 28	24	 36.0	  40.7	 17.8	 13.5	 1.7	 1.6	 7.4	 1.8	 3.7	16.580	 0.57	SB1                           	013.0445285631500	-72.3864168401200
013.045084359279997	-72.398920344020013	8-030	O6.5Vn           	 302	  7.2	37.8	 2.3	 2.3	 3.91	 0.32	 0.32	 3.98	 0.32	 0.32	  8.4	 3.5	 2.0	 5.11	 0.27	 0.27	 0.46	 0.09	 0.09	301	 28	28	 24.8	  55.8	 12.5	 23.3	 3.3	 3.4	 3.6	 1.1	 2.5	15.533	 0.37	                              	013.0450843592800	-72.3989203440200
013.046845572339997	-72.117775031159994	8-031	O9.5V            	 173	  3.9	35.4	 2.0	 2.7	 4.39	 0.11	 0.57	 4.39	 0.11	 0.57	  8.0	 3.3	 1.9	 4.95	 0.26	 0.27	 0.28	 0.08	 0.07	154	 25	24	 57.3	  63.7	 33.5	 19.2	 3.3	 2.3	 4.5	 1.6	 2.3	15.769	 0.42	                              	013.0468455723400	-72.1177750311600
013.047302207059998	-72.235981989270002	8-032	B1III-II         	 143	 22.0	23.7	 1.2	 2.0	 3.70	 0.23	 0.34	 3.70	 0.23	 0.34	 10.3	 3.9	 2.3	 4.48	 0.24	 0.25	 0.21	 0.13	 0.06	 40	 16	13	 19.5	  30.2	  9.8	 10.3	 2.1	 1.2	15.6	 3.5	 3.0	15.739	 0.35	SB1, SiIV 4089 too weak       	013.0473022070600	-72.2359819892700
013.060625893690000	-72.392320737690000	8-033	B2III:           	 139	  9.3	20.1	 4.3	 2.7	 3.36	 0.63	 0.34	 3.48	 0.63	 0.34	  8.6	 4.2	 3.3	 4.04	 0.31	 0.27	 0.17	 0.10	 0.02	207	 29	27	  8.0	  47.0	  4.6	  8.4	 1.5	 1.3	20.1	10.1	10.1	16.292	 0.33	                              	013.0606258936900	-72.3923207376900
013.063444121510004	-72.154385631020034	8-034	B0.2III          	 154	 16.3	29.9	 1.2	 2.7	 3.70	 0.17	 0.34	 3.71	 0.17	 0.34	 11.0	 4.5	 2.5	 4.94	 0.25	 0.27	 0.26	 0.08	 0.06	 77	 97	21	 22.5	  30.6	 11.4	 15.6	 3.3	 2.4	 7.5	 1.9	 1.2	15.319	 0.38	SB1                           	013.0634441215100	-72.1543856310200
013.071419612000001	-72.146343179070001	8-035	O9.7III:e        	  36	 16.7	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	12.487	     	Oe, 2MASS                     	013.0714196120000	-72.1463431790700
013.075903537609998	-72.142365163679997	8-036	B1III:           	 162	  8.2	23.7	 8.2	 2.7	 3.76	 0.69	 0.40	 3.80	 0.69	 0.40	  5.8	 3.5	 3.3	 3.98	 0.39	 0.28	 0.20	 0.17	 0.05	154	 25	25	  7.7	  62.1	  5.0	  8.9	 1.9	 1.6	 9.5	 7.7	 9.5	17.064	 0.23	SiIV 4089 to weak             	013.0759035376100	-72.1423651636800
013.094919418720002	-72.408107518479994	8-037	B2II             	 145	  6.0	20.1	 4.3	 2.0	 3.30	 0.51	 0.34	 3.36	 0.51	 0.34	 10.8	 5.0	 4.2	 4.24	 0.30	 0.25	 0.18	 0.13	 0.03	153	 24	24	  9.8	  40.9	  5.6	  9.3	 1.8	 1.3	17.5	 7.5	 6.7	15.817	 0.30	                              	013.0949194187200	-72.4081075184800
013.105369990469997	-72.127210132350001	8-038	B2III-II         	 114	 40.5	23.8	 7.2	 4.6	 3.74	 0.71	 0.71	 3.83	 0.71	 0.71	  7.0	 4.2	 3.6	 4.14	 0.36	 0.31	 0.20	 0.18	 0.05	245	 32	34	 11.8	 101.2	  7.8	  9.4	 2.4	 1.6	10.9	 6.9	10.9	16.524	 0.35	SB1                           	013.1053699904700	-72.1272101323500
013.108811450869998	-72.186537370859995	8-039	B0V              	 133	 14.3	29.9	 1.5	 2.3	 3.98	 0.33	 0.33	 3.98	 0.33	 0.33	  8.8	 3.6	 2.1	 4.74	 0.26	 0.27	 0.25	 0.09	 0.09	 80	 18	17	 26.7	  61.4	 13.5	 14.1	 2.5	 1.8	 7.8	 2.2	 1.8	15.808	 0.40	SB2                           	013.1088114508700	-72.1865373708600
013.123562967080000	-72.178109799460003	8-040	B2IV             	 161	 10.7	22.0	 1.5	 3.0	 4.12	 0.14	 0.52	 4.13	 0.14	 0.52	  7.5	 3.2	 1.8	 4.08	 0.25	 0.28	 0.20	 0.09	 0.05	151	 25	25	 28.0	  35.4	 16.1	  8.1	 1.3	 1.0	20.9	 7.4	 5.3	16.542	 0.31	                              	013.1235629670800	-72.1781097994600
013.136239966869995	-72.370468616500006	8-041	B1.5III-II       	 173	  2.7	22.5	 2.0	 2.0	 3.93	 0.29	 0.40	 3.93	 0.29	 0.40	 13.7	 5.5	 3.4	 4.64	 0.25	 0.25	 0.18	 0.11	 0.03	 49	 20	21	 58.2	 111.9	 31.3	 11.3	 2.0	 1.6	14.1	 3.6	 3.2	15.182	 0.31	                              	013.1362399668700	-72.3704686165000
013.141056921850000	-72.283298486030006	8-043	B2II:e+          	 127	 34.1	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	14.602	     	Be                            	013.1410569218500	-72.2832984860300
013.149657979809998	-72.194194100860003	8-044	O7Vn + O7V       	 191	 22.0	35.6	 3.4	 1.5	 3.69	 0.52	 0.24	 3.81	 0.53	 0.24	 11.6	 4.8	 3.1	 5.29	 0.27	 0.26	 0.39	 0.11	 0.11	352	138	27	 31.7	 127.0	 15.1	 25.0	 2.3	 5.4	 4.4	 1.3	 2.4	14.865	 0.46	SB2                           	013.1496579798100	-72.1941941008600
013.157898329480004	-72.381387353549997	8-045	B0.2IV           	 150	  8.8	29.9	 1.5	 2.6	 3.69	 0.19	 0.48	 3.72	 0.19	 0.48	  9.6	 4.0	 2.3	 4.82	 0.26	 0.27	 0.31	 0.14	 0.08	153	 24	24	 17.5	  25.7	  9.8	 14.6	 2.7	 1.8	 7.4	 2.3	 1.4	15.634	 0.38	SB1                           	013.1578983294800	-72.3813873535500
013.161181151890002	-72.350978415900002	8-046	B1.5II           	 160	  2.1	22.5	 1.2	 2.0	 3.30	 0.29	 0.29	 3.30	 0.29	 0.29	 17.5	 5.9	 3.7	 4.85	 0.22	 0.23	 0.24	 0.06	 0.09	 38	 13	12	 22.5	  38.3	 10.6	 12.8	 2.7	 1.5	12.1	 3.1	 2.1	14.618	 0.39	                              	013.1611811518900	-72.3509784159000
013.164010588829996	-72.399355002560000	8-047	B2IV             	 149	 15.5	22.6	 1.5	 2.3	 3.93	 0.48	 0.38	 3.96	 0.48	 0.38	  8.5	 3.4	 2.0	 4.23	 0.25	 0.26	 0.18	 0.09	 0.03	202	 25	25	 24.2	  81.3	 12.7	  9.2	 1.4	 1.2	17.6	 5.3	 3.7	16.222	 0.35	                              	013.1640105888300	-72.3993550025600
013.165108204179996	-72.368613725169993	8-048	B3II             	 133	  1.6	17.7	 1.1	 2.3	 3.31	 0.14	 0.76	 3.32	 0.15	 0.76	 15.3	 5.2	 3.3	 4.31	 0.20	 0.23	 0.15	 0.06	 0.00	 55	 77	13	 17.6	  18.4	 10.9	  8.4	 1.1	 0.9	26.8	 5.7	 5.0	15.245	 0.32	                              	013.1651082041800	-72.3686137251700
013.191701821620002	-72.185266522939997	8-049	B1.5III:         	 127	 10.8	26.1	 5.3	 4.2	 4.12	 0.33	 0.62	 4.16	 0.33	 0.62	  7.8	 4.0	 3.0	 4.41	 0.31	 0.29	 0.15	 0.13	 0.00	252	 31	30	 32.0	  86.8	 20.1	 11.5	 2.7	 2.0	 9.6	 5.4	 6.6	16.279	 0.38	                              	013.1917018216200	-72.1852665229400
013.198134683909998	-72.195146247799997	8-050	O9.7IV           	 160	  0.0	33.7	 2.3	 1.9	 4.12	 0.38	 0.32	 4.12	 0.38	 0.32	  7.1	 2.8	 1.7	 4.76	 0.26	 0.26	 0.40	 0.13	 0.13	  0	 30	 0	 24.0	  61.2	 12.1	 16.8	 2.6	 2.0	 5.3	 1.5	 2.9	16.061	 0.42	                              	013.1981346839100	-72.1951462478000
013.200297133799998	-72.284831089159994	8-051	B1.5III          	 138	  8.2	23.7	 1.2	 1.6	 3.87	 0.57	 0.29	 3.87	 0.57	 0.29	  7.1	 2.7	 1.6	 4.16	 0.24	 0.25	 0.15	 0.09	 0.00	 55	 71	18	 13.9	  58.5	  6.6	  8.9	 1.4	 1.0	17.4	 4.6	 3.6	16.541	 0.34	SiIV 4089 too weak            	013.2002971338000	-72.2848310891600
013.203084125170003	-72.184020895480018	8-052	O9.2V            	 168	  4.6	31.8	 1.5	 1.5	 3.50	 0.14	 0.19	 3.58	 0.14	 0.19	  9.3	 3.7	 2.1	 4.90	 0.26	 0.26	 0.41	 0.09	 0.09	200	 24	24	 11.8	  14.1	  5.1	 16.9	 2.3	 2.4	 6.1	 1.5	 1.4	15.556	 0.40	                              	013.2030841251700	-72.1840208954800
013.206238598239999	-72.140800532080007	8-053	O9III            	 163	  1.9	33.7	 1.5	 1.5	 3.69	 0.14	 0.14	 3.69	 0.14	 0.14	 13.5	 5.3	 3.1	 5.32	 0.26	 0.26	 0.40	 0.06	 0.06	 31	 14	20	 32.5	  38.5	 12.9	 22.0	 5.1	 3.9	 4.8	 0.9	 0.7	14.652	 0.39	                              	013.2062385982400	-72.1408005320800
013.213976193030000	-72.263551082169997	8-054	B2II             	 155	 41.5	23.9	 0.8	 3.4	 3.74	 0.24	 0.48	 3.75	 0.24	 0.48	  8.9	 3.4	 1.9	 4.36	 0.22	 0.26	 0.20	 0.11	 0.05	 78	 19	20	 15.9	  25.8	  8.8	  9.7	 1.7	 1.3	17.2	 4.5	 3.4	16.014	 0.39	                              	013.2139761930300	-72.2635510821700
013.218477589920001	-72.299829061509996	8-055	B2III-II         	 132	  2.7	20.1	 3.5	 1.2	 3.30	 0.46	 0.23	 3.37	 0.46	 0.23	  9.8	 3.9	 3.2	 4.15	 0.27	 0.23	 0.18	 0.09	 0.03	153	 24	24	  8.2	  26.0	  4.2	  9.1	 1.4	 1.2	19.4	 6.8	 6.2	15.998	 0.40	                              	013.2184775899200	-72.2998290615100
013.230835638709999	-72.144734040390006	8-056	B3: + A          	 168	  3.3	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	15.968	     	B+A                           	013.2308356387100	-72.1447340403900
013.236934907750001	-72.260367817520020	8-057	B2III:           	 151	  8.4	20.1	 3.9	 0.8	 3.53	 0.51	 0.23	 3.57	 0.51	 0.23	  9.4	 4.1	 3.4	 4.12	 0.30	 0.25	 0.20	 0.10	 0.05	153	 24	24	 12.0	  48.2	  6.3	  8.9	 1.5	 1.2	19.4	 6.9	 7.5	16.126	 0.27	SB2                           	013.2369349077500	-72.2603678175200
013.241682027780000	-72.333252245300002	8-058	B2III:           	 125	 22.4	20.1	 4.3	 2.7	 3.41	 0.57	 0.40	 3.48	 0.57	 0.40	  8.4	 4.1	 3.3	 4.02	 0.30	 0.27	 0.15	 0.11	 0.00	154	 25	24	  7.7	  38.7	  4.5	  8.2	 1.6	 1.3	20.3	10.4	10.3	16.370	 0.29	SB1                           	013.2416820277800	-72.3332522453000
013.245222931899999	-72.208159539600018	8-059	B2II:e           	 128	  7.9	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	15.768	     	Be                            	013.2452229319000	-72.2081595396000
013.269297743610000	-72.446762513509995	8-060	B2II:            	 162	  4.6	21.9	 2.7	 2.7	 3.69	 0.33	 0.48	 3.71	 0.33	 0.48	 14.0	 4.6	 3.6	 4.61	 0.21	 0.21	 0.15	 0.10	 0.00	153	 24	24	 36.7	  71.5	 20.7	 12.6	 1.5	 2.0	13.3	 3.2	 2.9	15.053	 0.43	                              	013.2692977436100	-72.4467625135100
013.274701682500000	-72.313156692640007	8-061	B9Ib             	 144	  1.3	12.7	 0.4	 0.8	 2.69	 0.14	 0.14	 2.74	 0.14	 0.14	 30.3	 9.4	 5.9	 4.34	 0.21	 0.22	 0.15	 0.03	 0.00	113	 20	19	 18.4	  17.8	  6.8	  9.8	 1.6	 1.4	19.6	 5.9	 4.7	14.080	 0.43	Post MS, HI poor fits         	013.2747016825000	-72.3131566926400
013.275290916550002	-72.327436773140008	8-062	B2III:           	 112	 40.9	21.3	 3.1	 1.2	 3.47	 0.46	 0.11	 3.52	 0.46	 0.12	  9.4	 3.7	 2.8	 4.22	 0.27	 0.24	 0.20	 0.10	 0.05	153	 24	24	 10.8	  34.3	  4.7	  9.5	 1.5	 1.3	18.0	 4.9	 5.7	16.009	 0.35	SB1                           	013.2752909165500	-72.3274367731400
013.294201096560002	-72.409200524919996	8-063	B3Ib             	 147	  1.8	17.9	 1.1	 0.8	 2.69	 0.29	 0.14	 2.70	 0.29	 0.14	 30.2	 8.2	 5.9	 4.92	 0.19	 0.19	 0.18	 0.06	 0.03	 36	 57	34	 16.5	  24.3	  6.1	 16.6	 1.8	 3.1	 9.8	 2.2	 1.9	13.664	 0.33	Post MS                       	013.2942010965600	-72.4092005249200
013.302664697550000	-72.341584705139994	8-064	B3IIe            	 171	  9.2	16.8	 4.9	 1.9	 2.88	 0.92	 0.70	 3.15	 0.92	 0.70	 14.2	 6.4	 6.6	 4.16	 0.31	 0.20	 0.25	 0.19	 0.10	251	 30	29	 10.3	 117.4	  6.7	  9.2	 1.5	 1.1	19.9	 7.5	 6.8	15.174	 0.38	                              	013.3026646975500	-72.3415847051400
